,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
798,J174104.3-280254,CX799 ,265.26811,0.34,-28.04843,0.21,4,8654,4.93,1,2.98961716074,0.0,0.0
799,J174051.5-274559,CX800 ,265.21497,0.2,-27.76649,0.0,4,8665,0.97,1,1.28977159521,0.0,0.0
800,J174048.5-265456,CX801 ,265.20246,0.23,-26.91559,0.36,4,10006,4.08,1,2.43585934894,0.0,0.0
801,J174041.3-271541,CX802 ,265.17234,0.41,-27.26164,0.28,4,10005,6.56,1,4.49219442676,0.0,0.0
802,J174036.0-281755,CX803 ,265.15004,0.34,-28.29877,0.11,4,8687,4.27,1,2.54947264504,0.0,0.0
803,J174035.6-280541,CX804 ,265.14862,0.31,-28.09479,0.27,4,8199,3.22,1,1.99807676725,0.0,0.0
804,J174034.0-272548,CX805 ,265.14199,0.23,-27.43003,0.41,4,9980,5.23,1,3.22146096792,0.0,0.0
805,J174024.9-281243,CX806 ,265.10383,0.31,-28.21201,0.35,4,8200,3.73,1,2.24797926321,0.0,0.0
806,J174022.6-282105,CX807 ,265.09444,0.12,-28.35164,0.28,4,8687,1.25,1,1.3533332065,0.0,0.0
807,J174021.5-275844,CX808 ,265.08997,0.42,-27.97898,0.28,4,8199,4.96,1,3.00888862669,0.0,0.0
808,J174017.7-270608,CX809 ,265.07386,0.2,-27.10244,0.28,4,10005,4.47,1,2.673183639,0.0,0.0
809,J174012.8-280130,CX810 ,265.05349,0.2,-28.02505,0.2,4,8199,5.29,1,3.26990990209,0.0,0.0
810,J173948.4-272416,CX811 ,264.95191,0.24,-27.4045,0.0,4,10004,2.08,1,1.57892709389,0.0,0.0
811,J173930.3-285548,CX812 ,264.8765,0.12,-28.93009,0.32,4,8678,2.36,1,1.66583635685,0.0,0.0
812,J173927.7-282004,CX813 ,264.86565,0.41,-28.33446,0.11,4,8698,2.6,1,1.75414103419,0.0,0.0
813,J173925.3-281520,CX814 ,264.85545,0.3,-28.25564,0.35,4,8698,4.77,1,2.87419741281,0.0,0.0
814,J173913.6-273607,CX815 ,264.80705,0.23,-27.602,0.12,4,10003,2.14,1,1.59618631989,0.0,0.0
815,J173913.5-280309,CX816 ,264.80635,0.46,-28.0527,0.36,4,9977,4.9,1,2.97035532686,0.0,0.0
816,J173905.5-281559,CX817 ,264.77294,0.5,-28.26664,0.21,4,8698,4.33,1,2.58747188735,0.0,0.0
817,J173901.6-280250,CX818 ,264.75697,0.31,-28.04729,0.21,4,9990,5.61,1,3.53228124133,0.0,0.0
818,J173856.4-274833,CX819 ,264.73515,0.28,-27.80925,0.17,4,10002,3.89,1,2.3322758773,0.0,0.0
819,J173856.2-281119,CX820 ,264.7343,0.3,-28.18865,0.11,4,9990,4.51,1,2.70181619801,0.0,0.0
820,J173843.1-275937,CX821 ,264.67978,0.41,-27.99374,0.68,4,9977,6.6,1,4.54139964855,0.0,0.0
821,J173842.9-280909,CX822 ,264.67884,0.2,-28.15251,0.36,4,9990,1.97,1,1.54460699462,0.0,0.0
822,J173829.3-282248,CX823 ,264.62226,0.14,-28.38027,0.21,4,9991,5.16,1,3.16338596567,0.0,0.0
823,J173802.5-292949,CX824 ,264.51059,0.23,-29.497,0.17,4,8681,2.04,1,1.56173325758,0.0,0.0
824,J173750.1-285339,CX825 ,264.45913,0.31,-28.89426,0.3,4,8701,3.86,1,2.31350616334,0.0,0.0
825,J173747.2-285902,CX826 ,264.44696,0.23,-28.98409,0.27,4,8701,4.86,1,2.94148105005,0.0,0.0
826,J173743.2-292401,CX827 ,264.43,0.32,-29.40043,0.12,4,8692,5.66,1,3.58099298628,0.0,0.0
827,J173742.9-292349,CX828 ,264.42878,0.54,-29.39698,0.2,4,8692,5.46,1,3.40580545067,0.0,0.0
828,J173738.0-292144,CX829 ,264.4085,0.42,-29.36237,0.17,4,8692,3.16,1,1.97977543368,0.0,0.0
829,J173729.9-280759,CX830 ,264.37458,0.12,-28.13312,0.32,4,10014,3.21,1,1.99807676725,0.0,0.0
830,J173724.7-283059,CX831 ,264.35329,0.24,-28.51658,0.27,4,9992,3.03,1,1.91598819616,0.0,0.0
831,J173712.8-293503,CX832 ,264.3034,0.32,-29.58428,0.32,4,8693,5.63,1,3.55176164288,0.0,0.0
832,J173712.7-285430,CX833 ,264.30321,0.23,-28.9086,0.3,4,8701,4.68,1,2.81663110254,0.0,0.0
833,J173710.6-291136,CX834 ,264.29438,0.53,-29.19355,0.27,4,8702,5.24,1,3.22146096792,0.0,0.0
834,J173709.8-284110,CX835 ,264.29087,0.12,-28.68629,0.12,4,9993,2.03,1,1.56173325758,0.0,0.0
835,J173708.6-283941,CX836 ,264.28592,0.2,-28.66142,0.28,4,9993,3.28,1,2.02558899282,0.0,0.0
836,J173647.7-282223,CX837 ,264.19885,0.67,-28.37329,0.44,4,10016,8.54,1,7.50300011781,0.0,0.0
837,J173642.1-290750,CX838 ,264.17572,0.12,-29.1306,0.36,4,8702,3.91,1,2.34166837272,0.0,0.0
838,J173636.4-290416,CX839 ,264.15176,0.23,-29.07138,0.3,4,8702,5.73,1,3.64924797291,0.0,0.0
839,J173631.2-282800,CX840 ,264.13014,0.2,-28.46668,0.28,4,10016,2.66,1,1.77195111891,0.0,0.0
840,J173617.1-284042,CX841 ,264.07145,0.31,-28.6784,0.17,4,10017,3.87,1,2.32288845359,0.0,0.0
841,J173613.0-290545,CX842 ,264.05451,0.12,-29.09594,0.36,4,9995,3.87,1,2.32288845359,0.0,0.0
842,J173605.9-301816,CX843 ,264.02479,0.4,-30.30448,0.11,4,8685,5.74,1,3.64924797291,0.0,0.0
843,J173557.0-302321,CX844 ,263.98773,0.14,-30.38934,0.41,4,8685,5.87,1,3.77617673948,0.0,0.0
844,J173547.4-292915,CX845 ,263.9478,0.24,-29.48751,0.11,4,8704,1.47,1,1.41032293033,0.0,0.0
845,J173541.7-301119,CX846 ,263.9239,0.24,-30.18865,0.28,4,8684,8.25,1,6.95640070495,0.0,0.0
846,J173537.8-295600,CX847 ,263.9077,0.42,-29.9336,0.2,4,8695,2.04,1,1.56173325758,0.0,0.0
847,J173533.4-301744,CX848 ,263.88941,0.24,-30.29561,0.28,4,8685,1.73,1,1.47682455553,0.0,0.0
848,J173529.1-302049,CX849 ,263.87142,0.24,-30.3472,0.35,4,8685,2.97,1,1.89784371533,0.0,0.0
849,J173524.2-295459,CX850 ,263.85095,0.23,-29.91649,0.36,4,8695,4.51,1,2.70181619801,0.0,0.0
850,J173505.9-292114,CX851 ,263.77497,0.96,-29.35406,0.58,4,9997,9.74,1,10.2613990648,0.0,0.0
851,J173502.2-300353,CX852 ,263.75924,0.31,-30.06495,0.28,4,8696,3.1,1,1.95238591672,0.0,0.0
852,J173446.9-295631,CX853 ,263.69569,0.23,-29.94197,0.11,4,8706,2.73,1,1.79875255881,0.0,0.0
853,J173431.6-301625,CX854 ,263.63184,0.12,-30.27386,0.21,4,8697,1.96,1,1.54460699462,0.0,0.0
854,J173415.4-300956,CX855 ,263.56454,0.12,-30.16576,0.2,4,8707,4.57,1,2.74003846101,0.0,0.0
855,J173400.5-300900,CX856 ,263.50234,0.24,-30.15011,0.11,4,8707,3.33,1,2.05317090565,0.0,0.0
856,J173331.5-294948,CX857 ,263.38156,0.2,-29.83025,0.0,4,9999,3.85,1,2.31350616334,0.0,0.0
857,J173326.8-294211,CX858 ,263.362,0.32,-29.70324,0.11,4,10022,4.34,1,2.58747188735,0.0,0.0
858,J173324.5-294225,CX859 ,263.3524,0.24,-29.70708,0.11,4,10022,3.93,1,2.35106587909,0.0,0.0
859,J173317.4-301551,CX860 ,263.3226,0.2,-30.26436,0.41,4,8708,3.37,1,2.07159618841,0.0,0.0
860,J173308.6-294151,CX861 ,263.28612,0.23,-29.6976,0.32,4,10022,0.78,1,1.251003904,0.0,0.0
861,J173304.8-301726,CX862 ,263.27004,0.2,-30.29078,0.3,4,8708,5.6,1,3.53228124133,0.0,0.0
862,J173303.4-293902,CX863 ,263.26438,0.2,-29.65075,0.17,4,10022,2.25,1,1.63089262915,0.0,0.0
863,J173300.9-300103,CX864 ,263.25407,0.24,-30.01771,0.3,4,10000,4.17,1,2.49259117543,0.0,0.0
864,J173254.6-294242,CX865 ,263.22766,0.12,-29.71183,0.25,4,10022,3.22,1,1.99807676725,0.0,0.0
865,J173250.0-294020,CX866 ,263.20838,0.2,-29.6725,0.44,4,10022,3.88,1,2.32288845359,0.0,0.0
866,J175520.0-275316,CX867 ,268.83354,0.12,-27.88792,0.17,4,8727,3.13,1,1.96150726938,0.0,0.0
867,J174940.9-292047,CX868 ,267.42072,0.23,-29.34661,0.2,4,7160,4.23,1,2.52101383729,0.0,0.0
868,J174536.8-265132,CX869 ,266.40337,0.12,-26.85909,0.12,4,8649,3.65,1,2.20134294643,0.0,0.0
869,J174352.3-260221,CX870 ,265.96828,0.14,-26.03942,0.2,4,10011,4.09,1,2.44530381912,0.0,0.0
870,J174238.5-262328,CX871 ,265.6608,0.23,-26.39127,0.12,4,10009,0.8,1,1.25869407237,0.0,0.0
871,J174214.5-275843,CX872 ,265.5607,0.0,-27.97881,0.28,4,8643,1.73,1,1.47682455553,0.0,0.0
872,J174107.9-274909,CX873 ,265.28312,0.34,-27.81929,0.28,4,8665,4.72,1,2.83580866206,0.0,0.0
873,J173701.7-282332,CX874 ,264.25712,0.2,-28.39238,0.2,4,10015,5.15,1,3.15371380563,0.0,0.0
874,J173650.8-284538,CX875 ,264.21181,0.14,-28.76059,0.36,4,9993,4.09,1,2.44530381912,0.0,0.0
875,J173435.6-290538,CX876 ,263.64869,0.32,-29.09399,0.37,4,10019,3.59,1,2.17343294532,0.0,0.0
876,J175514.6-275901,CX877 ,268.81096,0.15,-27.98368,0.13,3,8727,3.1,1,2.20134294643,0.0,0.0
877,J175001.6-294256,CX878 ,267.50697,0.27,-29.71566,0.13,3,9563,3.02,1,2.16414203966,0.0,0.0
878,J174934.6-300237,CX879 ,267.39437,0.27,-30.04365,0.13,3,8755,4.12,1,2.79746506105,0.0,0.0
879,J174900.8-295432,CX880 ,267.25362,0.41,-29.90912,0.13,3,8743,2.41,1,1.88878552722,0.0,0.0
880,J174841.2-301157,CX881 ,267.17185,0.54,-30.19929,0.13,3,8756,5.91,1,4.37417543862,0.0,0.0
881,J174809.8-300616,CX882 ,267.04106,0.15,-30.10467,0.23,3,8744,1.83,1,1.67460764593,0.0,0.0
882,J174803.8-301920,CX883 ,267.01624,0.54,-30.32236,0.0,3,8745,4.67,1,3.20209474685,0.0,0.0
883,J174650.8-305327,CX884 ,266.71182,0.16,-30.89104,0.35,3,8759,3.61,1,2.47366343059,0.0,0.0
884,J174601.8-253922,CX885 ,266.50753,0.45,-25.65625,0.13,3,9989,4.93,1,3.41552496226,0.0,0.0
885,J174507.8-271138,CX886 ,266.28277,0.3,-27.19405,0.54,3,8647,7.49,1,6.5691560164,0.0,0.0
886,J174429.2-260336,CX887 ,266.12169,0.3,-26.06001,0.13,3,9987,5.33,1,3.77617673948,0.0,0.0
887,J174342.8-265904,CX888 ,265.92863,0.52,-26.98464,0.23,3,8659,4.88,1,3.37665674415,0.0,0.0
888,J174202.4-274910,CX889 ,265.5101,0.26,-27.81969,0.23,3,8655,3.0,1,2.15485748202,0.0,0.0
889,J174158.4-275041,CX890 ,265.49373,0.26,-27.84489,0.35,3,8655,3.73,1,2.54947264504,0.0,0.0
890,J174050.7-272413,CX891 ,265.21127,0.15,-27.40379,0.13,3,9980,1.61,1,1.59618631989,0.0,0.0
891,J173937.9-274832,CX892 ,264.90793,0.15,-27.80897,0.0,3,9978,2.77,1,2.04396936568,0.0,0.0
892,J173649.9-295642,CX893 ,264.20797,0.41,-29.94512,0.27,3,8683,1.44,1,1.54460699462,0.0,0.0
893,J173536.5-301431,CX894 ,263.90233,0.41,-30.24211,0.23,3,8685,4.39,1,2.98961716074,0.0,0.0
894,J173405.3-294244,CX895 ,263.52231,0.31,-29.71223,0.13,3,9998,1.66,1,1.61350883723,0.0,0.0
895,J175812.3-272138,CX896 ,269.55139,0.4,-27.36083,0.35,3,8741,5.24,1,3.68828019107,0.0,0.0
896,J175740.1-272249,CX897 ,269.4173,0.15,-27.38035,0.23,3,8741,3.98,1,2.70181619801,0.0,0.0
897,J175728.8-273310,CX898 ,269.37023,0.26,-27.55301,0.0,3,8740,2.61,1,1.97063714768,0.0,0.0
898,J175718.9-273608,CX899 ,269.32902,0.15,-27.60239,0.35,3,8740,4.41,1,2.99925170131,0.0,0.0
899,J175657.2-271512,CX900 ,269.23854,0.3,-27.25338,0.27,3,8730,4.92,1,3.40580545067,0.0,0.0
900,J175651.1-272349,CX901 ,269.21324,0.4,-27.3972,0.35,3,8730,4.21,1,2.86459609157,0.0,0.0
901,J175636.8-274705,CX902 ,269.15356,0.15,-27.78488,0.27,3,8739,4.02,1,2.73047812074,0.0,0.0
902,J175627.9-275919,CX903 ,269.11656,0.15,-27.98874,0.35,3,8738,4.34,1,2.95110331365,0.0,0.0
903,J175625.3-271043,CX904 ,269.10578,0.15,-27.17882,0.0,3,8719,3.63,1,2.49259117543,0.0,0.0
904,J175624.6-280050,CX905 ,269.10285,0.3,-28.01412,0.23,3,8738,5.3,1,3.74686679344,0.0,0.0
905,J175616.7-272633,CX906 ,269.06991,0.4,-27.44274,0.27,3,8729,5.2,1,3.65900406775,0.0,0.0
906,J175611.4-275236,CX907 ,269.04786,0.15,-27.87691,0.0,3,8738,3.45,1,2.38870483062,0.0,0.0
907,J175610.3-273258,CX908 ,269.04319,0.26,-27.54948,0.13,3,8729,1.8,1,1.6570789866,0.0,0.0
908,J175609.9-273517,CX909 ,269.04128,0.3,-27.58815,0.13,3,8729,3.81,1,2.5969810873,0.0,0.0
909,J175607.4-275726,CX910 ,269.03124,0.26,-27.95731,0.27,3,8738,2.34,1,1.8616688126,0.0,0.0
910,J175607.1-271039,CX911 ,269.02989,0.3,-27.17773,0.23,3,8719,3.81,1,2.5969810873,0.0,0.0
911,J175603.8-272833,CX912 ,269.01599,0.3,-27.47585,0.13,3,8729,4.25,1,2.89340815783,0.0,0.0
912,J175601.7-272941,CX913 ,269.00725,0.3,-27.49498,0.13,3,8729,3.85,1,2.62553056882,0.0,0.0
913,J175559.5-273744,CX914 ,268.99813,0.45,-27.62896,0.0,3,8729,7.05,1,5.8651096126,0.0,0.0
914,J175558.7-272955,CX915 ,268.99467,0.26,-27.49862,0.13,3,8729,4.33,1,2.94148105005,0.0,0.0
915,J175543.3-280443,CX916 ,268.93071,0.26,-28.07877,0.13,3,8737,3.29,1,2.29475723505,0.0,0.0
916,J175543.0-280446,CX917 ,268.92947,0.0,-28.07954,0.23,3,8737,3.25,1,2.27602960609,0.0,0.0
917,J175534.7-280524,CX918 ,268.89498,0.15,-28.09024,0.27,3,8737,3.27,1,2.28539072542,0.0,0.0
918,J175533.5-274247,CX919 ,268.88979,0.15,-27.71332,0.13,3,8728,2.67,1,1.99807676725,0.0,0.0
919,J175533.4-274203,CX920 ,268.88917,0.4,-27.70093,0.23,3,8728,3.07,1,2.18273011795,0.0,0.0
920,J175528.0-275408,CX921 ,268.86673,0.4,-27.90239,0.23,3,8727,3.83,1,2.60649396083,0.0,0.0
921,J175505.4-273342,CX922 ,268.77275,0.15,-27.56186,0.23,3,8717,2.68,1,1.99807676725,0.0,0.0
922,J175503.7-282811,CX923 ,268.76556,0.26,-28.46981,0.48,3,8736,8.25,1,8.01026284012,0.0,0.0
923,J175500.4-281956,CX924 ,268.75199,0.15,-28.33232,0.13,3,8736,2.48,1,1.91598819616,0.0,0.0
924,J175450.0-275335,CX925 ,268.70848,0.0,-27.89313,0.35,3,8727,5.54,1,3.98163418307,0.0,0.0
925,J175449.4-280736,CX926 ,268.70605,0.15,-28.12692,0.23,3,8726,1.99,1,1.72751577933,0.0,0.0
926,J175447.7-282230,CX927 ,268.69916,0.4,-28.37507,0.27,3,8736,5.77,1,4.21699072418,0.0,0.0
927,J175445.8-274520,CX928 ,268.69095,0.4,-27.75573,0.13,3,8716,1.75,1,1.648335757,0.0,0.0
928,J175430.8-283335,CX929 ,268.62847,0.15,-28.55992,0.23,3,8735,2.39,1,1.87973688792,0.0,0.0
929,J175429.1-283155,CX930 ,268.62153,0.0,-28.53195,0.27,3,8735,2.31,1,1.84364062871,0.0,0.0
930,J175419.8-284042,CX931 ,268.58285,0.15,-28.67856,0.23,3,8734,4.51,1,3.07641199579,0.0,0.0
931,J175414.2-275534,CX932 ,268.5595,0.15,-27.92634,0.13,3,8715,1.04,1,1.43509956721,0.0,0.0
932,J175405.6-284822,CX933 ,268.52344,0.0,-28.80617,0.35,3,8734,4.1,1,2.78788643381,0.0,0.0
933,J175402.3-281753,CX934 ,268.5096,0.26,-28.29814,0.35,3,8725,2.61,1,1.97063714768,0.0,0.0
934,J175401.9-282057,CX935 ,268.50819,0.53,-28.34935,0.0,3,8725,1.68,1,1.62219319682,0.0,0.0
935,J175401.7-282524,CX936 ,268.50714,0.4,-28.42351,0.13,3,8725,5.51,1,3.95225388453,0.0,0.0
936,J175359.2-281720,CX937 ,268.49683,0.15,-28.28917,0.13,3,8725,3.44,1,2.37928786989,0.0,0.0
937,J175352.1-284453,CX938 ,268.46722,0.4,-28.74816,0.13,3,8734,3.39,1,2.35106587909,0.0,0.0
938,J175342.3-285702,CX939 ,268.4264,0.27,-28.95072,0.0,3,8733,1.75,1,1.648335757,0.0,0.0
939,J175330.0-283247,CX940 ,268.37527,0.26,-28.54661,0.13,3,8724,1.5,1,1.56173325758,0.0,0.0
940,J175326.1-283232,CX941 ,268.35899,0.4,-28.54232,0.0,3,8724,2.25,1,1.82565351801,0.0,0.0
941,J175301.3-291324,CX942 ,268.25551,0.41,-29.2235,0.13,3,8732,5.0,1,3.47387546809,0.0,0.0
942,J175300.7-281551,CX943 ,268.25292,0.4,-28.26441,0.27,3,8713,4.32,1,2.94148105005,0.0,0.0
943,J175254.2-281632,CX944 ,268.22602,0.26,-28.27556,0.35,3,8713,4.3,1,2.92224413214,0.0,0.0
944,J175253.4-284243,CX945 ,268.22286,0.4,-28.71211,0.35,3,8723,2.75,1,2.03477536053,0.0,0.0
945,J175252.8-284807,CX946 ,268.22017,0.55,-28.80195,0.0,3,8723,4.58,1,3.13437565838,0.0,0.0
946,J175245.4-285914,CX947 ,268.18923,0.0,-28.98729,0.23,3,8722,4.23,1,2.87419741281,0.0,0.0
947,J175241.8-291252,CX948 ,268.1744,0.31,-29.2145,0.4,3,8732,6.33,1,4.86656046585,0.0,0.0
948,J175232.3-282707,CX949 ,268.13477,0.4,-28.452,0.23,3,8712,4.98,1,3.4544190203,0.0,0.0
949,J175226.3-283318,CX950 ,268.10972,0.15,-28.55523,0.13,3,8712,1.92,1,1.7010028712,0.0,0.0
950,J175223.7-285645,CX951 ,268.09878,0.27,-28.94598,0.13,3,8722,1.76,1,1.648335757,0.0,0.0
951,J175211.4-284326,CX952 ,268.04769,0.0,-28.72416,0.13,3,8711,2.48,1,1.91598819616,0.0,0.0
952,J175203.7-283350,CX953 ,268.01568,0.53,-28.5641,0.35,3,8712,6.68,1,5.33069514865,0.0,0.0
953,J175159.2-290703,CX954 ,267.99705,0.15,-29.1176,0.27,3,8721,1.29,1,1.50210211631,0.0,0.0
954,J175151.4-284246,CX955 ,267.96421,0.3,-28.71282,0.13,3,8711,2.45,1,1.90691131619,0.0,0.0
955,J175149.0-290819,CX956 ,267.95443,0.41,-29.13882,0.13,3,8721,2.14,1,1.78087359681,0.0,0.0
956,J175137.0-292216,CX957 ,267.90447,0.15,-29.37132,0.13,3,8720,3.04,1,2.17343294532,0.0,0.0
957,J175133.8-292226,CX958 ,267.89114,0.41,-29.37392,0.13,3,8720,2.64,1,1.9889220115,0.0,0.0
958,J175123.0-290147,CX959 ,267.84602,0.27,-29.02977,0.23,3,8710,5.71,1,4.15810182269,0.0,0.0
959,J175114.9-294914,CX960 ,267.81233,0.27,-29.82057,0.35,3,8764,5.72,1,4.16791443864,0.0,0.0
960,J175105.9-285251,CX961 ,267.77462,0.15,-28.88091,0.23,3,8710,5.88,1,4.34468764905,0.0,0.0
961,J175054.5-292516,CX962 ,267.72726,0.27,-29.42114,0.35,3,7161,3.06,1,2.18273011795,0.0,0.0
962,J175019.9-300042,CX963 ,267.58316,0.41,-30.01177,0.35,3,8765,5.28,1,3.72733292956,0.0,0.0
963,J175015.3-293913,CX964 ,267.56382,0.0,-29.65379,0.27,3,8753,3.65,1,2.50206130377,0.0,0.0
964,J174952.3-301845,CX965 ,267.46796,0.0,-30.31264,0.13,3,8766,0.93,1,1.41032293033,0.0,0.0
965,J174942.5-300244,CX966 ,267.42715,0.41,-30.04577,0.27,3,8755,5.35,1,3.79572269375,0.0,0.0
966,J174937.1-303257,CX967 ,267.40487,0.41,-30.54934,0.13,3,8767,4.93,1,3.41552496226,0.0,0.0
967,J174933.7-295052,CX968 ,267.39066,0.41,-29.84802,0.27,3,8754,5.37,1,3.81527335427,0.0,0.0
968,J174932.1-300350,CX969 ,267.38401,0.15,-30.06406,0.0,3,8755,2.88,1,2.09005042231,0.0,0.0
969,J174928.0-294629,CX970 ,267.36706,0.27,-29.77491,0.27,3,8742,5.07,1,3.54202071815,0.0,0.0
970,J174924.8-303328,CX971 ,267.35341,0.27,-30.55797,0.27,3,8767,3.81,1,2.5969810873,0.0,0.0
971,J174923.6-303216,CX972 ,267.34864,0.27,-30.53793,0.13,3,8767,2.59,1,1.96150726938,0.0,0.0
972,J174921.6-300739,CX973 ,267.34016,0.31,-30.12752,0.13,3,8755,2.0,1,1.72751577933,0.0,0.0
973,J174917.6-293651,CX974 ,267.3237,0.15,-29.61419,0.27,3,8742,4.85,2,3.3475230795,0.0,0.0
974,J174912.8-293900,CX975 ,267.30362,0.15,-29.65003,0.27,3,8742,3.48,1,2.40755285878,0.0,0.0
975,J174911.0-292812,CX976 ,267.29616,0.31,-29.47008,0.35,3,7166,3.53,1,2.43585934894,0.0,0.0
976,J174901.4-302341,CX977 ,267.2562,1.94,-30.39476,0.74,3,8757,11.66,1,19.5964234178,0.0,0.0
977,J174859.6-293941,CX978 ,267.24856,0.27,-29.66159,0.23,3,9562,1.87,1,1.68339263626,0.0,0.0
978,J174859.6-294935,CX979 ,267.24844,0.27,-29.82644,0.35,3,8743,4.34,1,2.95110331365,0.0,0.0
979,J174858.4-304308,CX980 ,267.24345,0.16,-30.71901,0.0,3,8768,2.98,1,2.14557935482,0.0,0.0
980,J174854.9-295416,CX981 ,267.22908,0.0,-29.90471,0.35,3,8743,1.19,1,1.47682455553,0.0,0.0
981,J174846.0-303938,CX982 ,267.19184,0.27,-30.66075,0.13,3,8768,2.2,1,1.80770870657,0.0,0.0
982,J174838.8-301840,CX983 ,267.16205,0.31,-30.31136,0.13,3,8756,2.3,1,1.84364062871,0.0,0.0
983,J174824.1-305201,CX984 ,267.10071,0.27,-30.86719,0.0,3,8769,3.12,1,2.21065844667,0.0,0.0
984,J174809.3-305200,CX985 ,267.03878,0.27,-30.86693,0.23,3,8769,1.94,1,1.70982770121,0.0,0.0
985,J174808.6-305728,CX986 ,267.03589,0.27,-30.95799,0.13,3,8769,3.72,1,2.53998243455,0.0,0.0
986,J174754.1-310416,CX987 ,266.97548,0.16,-31.07136,0.23,3,8770,3.66,1,2.51153553983,0.0,0.0
987,J174739.8-310529,CX988 ,266.91612,0.31,-31.09164,0.13,3,8770,0.42,1,1.28977159521,0.0,0.0
988,J174736.6-303947,CX989 ,266.90286,0.41,-30.66314,0.27,3,8758,2.11,1,1.77195111891,0.0,0.0
989,J174732.4-302019,CX990 ,266.8853,0.47,-30.33882,0.27,3,8745,3.8,1,2.58747188735,0.0,0.0
990,J174731.2-304037,CX991 ,266.88024,0.41,-30.67699,0.13,3,8758,2.41,1,1.88878552722,0.0,0.0
991,J174721.2-301607,CX992 ,266.83871,0.31,-30.26878,0.0,3,8745,5.1,1,3.56150400362,0.0,0.0
992,J174716.3-302737,CX993 ,266.8182,0.15,-30.46031,0.23,3,8746,2.24,1,1.81667574647,0.0,0.0
993,J174705.2-261041,CX994 ,266.77205,0.4,-26.17828,0.27,3,8652,3.0,1,2.15485748202,0.0,0.0
994,J174701.2-260046,CX995 ,266.75501,0.26,-26.01288,0.27,3,8664,3.18,1,2.23864038376,0.0,0.0
995,J174653.2-311502,CX996 ,266.72206,0.41,-31.25081,0.23,3,8771,3.69,1,2.52101383729,0.0,0.0
996,J174650.3-311535,CX997 ,266.70969,0.41,-31.25991,0.13,3,8771,3.8,1,2.58747188735,0.0,0.0
997,J174649.8-310650,CX998 ,266.70784,0.27,-31.11417,0.13,3,8760,3.67,1,2.51153553983,0.0,0.0
998,J174649.2-255820,CX999 ,266.70533,0.15,-25.97239,0.35,3,8664,1.57,1,1.58754866628,0.0,0.0
999,J174634.7-261942,CX1000,266.64464,0.15,-26.32859,0.13,3,8651,4.89,1,3.38637132752,0.0,0.0
1000,J174634.6-303429,CX1001,266.64434,0.47,-30.57487,0.61,3,8747,6.94,1,5.69675440649,0.0,0.0
1001,J174628.0-255114,CX1002,266.61681,0.15,-25.85412,0.35,3,8675,4.22,1,2.86459609157,0.0,0.0
1002,J174626.7-305210,CX1003,266.61141,0.16,-30.86952,0.35,3,8748,5.26,1,3.70780403579,0.0,0.0
1003,J174623.5-310550,CX1004,266.59797,0.16,-31.09723,0.13,3,8760,2.21,1,1.80770870657,0.0,0.0
1004,J174623.2-303758,CX1005,266.5969,0.31,-30.63285,0.13,3,8747,4.51,1,3.07641199579,0.0,0.0
1005,J174621.4-254448,CX1006,266.58921,0.26,-25.74694,0.13,3,8675,2.92,1,2.10853284722,0.0,0.0
1006,J174619.0-254750,CX1007,266.57955,0.3,-25.79723,0.35,3,8675,0.27,1,1.25869407237,0.0,0.0
1007,J174618.7-263253,CX1008,266.57832,0.3,-26.54829,0.23,3,8650,3.4,1,2.36046833654,0.0,0.0
1008,J174611.0-312947,CX1009,266.54613,0.16,-31.49657,0.35,3,8772,4.2,1,2.8549975075,0.0,0.0
1009,J174607.2-305501,CX1010,266.53032,0.41,-30.91721,0.23,3,8748,1.9,1,1.69219111445,0.0,0.0
1010,J174604.7-311722,CX1011,266.51969,0.0,-31.28961,0.35,3,8761,1.06,1,1.44340249682,0.0,0.0
1011,J174600.7-305058,CX1012,266.50298,0.31,-30.84951,0.13,3,8748,2.46,1,1.90691131619,0.0,0.0
1012,J174559.6-255821,CX1013,266.49875,0.39,-25.97254,0.13,3,8674,3.35,1,2.3322758773,0.0,0.0
1013,J174558.2-311558,CX1014,266.49277,0.16,-31.26615,0.13,3,8761,1.6,1,1.59618631989,0.0,0.0
1014,J174557.3-305631,CX1015,266.4889,0.41,-30.94199,0.27,3,8748,3.35,1,2.3322758773,0.0,0.0
1015,J174557.3-260307,CX1016,266.48879,0.0,-26.05208,0.13,3,8674,4.37,1,2.97035532686,0.0,0.0
1016,J174554.4-263247,CX1017,266.47682,0.26,-26.54645,0.13,3,8650,5.13,1,3.59073958507,0.0,0.0
1017,J174553.7-314312,CX1018,266.47401,0.16,-31.72005,0.13,3,8773,1.6,1,1.59618631989,0.0,0.0
1018,J174548.5-265050,CX1019,266.4522,0.26,-26.84731,0.13,3,8649,3.48,1,2.40755285878,0.0,0.0
1019,J174548.1-314109,CX1020,266.45056,0.16,-31.68592,0.23,3,8773,1.9,1,1.69219111445,0.0,0.0
1020,J174546.0-260445,CX1021,266.44169,0.3,-26.07919,0.13,3,8674,5.16,1,3.61998767509,0.0,0.0
1021,J174544.1-260056,CX1022,266.43393,0.15,-26.01582,0.23,3,8674,1.41,1,1.53606990981,0.0,0.0
