,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
1245,J175233.2-293944,CXB12 ,268.1387,0.19,-29.66239,0.14,36,13539,5.61,3,1.41032293033,-0.78,0.12
1246,J174640.9-321403,CXB13 ,266.6705,0.78,-32.23444,0.69,35,13580,8.34,2,2.53998243455,-0.73,0.22
1247,J175356.8-290111,CXB14 ,268.48671,0.3,-29.01974,0.38,33,13530,8.22,2,2.53998243455,-0.21,0.04
1248,J174724.1-314051,CXB15 ,266.85055,0.17,-31.68099,0.22,33,13549,4.82,1,1.26641650645,0.37,0.07
1249,J174709.0-254503,CXB16 ,266.78786,0.13,-25.75111,0.16,32,13590,3.69,1,1.0913343978,0.22,0.04
1250,J175430.1-292357,CXB17 ,268.62557,0.13,-29.39925,0.13,31,13551,3.32,1,1.05157537429,-1.0,0.2
1251,J175146.2-303938,CXB18 ,267.94253,0.8,-30.66067,0.74,26,13565,9.63,1,4.01102365585,-0.26,0.06
1252,J175737.9-280953,CXB19 ,269.40823,0.17,-28.16489,0.11,25,13557,3.1,1,1.07787326148,-0.6,0.13
1253,J174937.1-311913,CXB20 ,267.40497,0.15,-31.32029,0.18,23,13569,4.59,1,1.3694928871,-0.38,0.09
1254,J175448.2-291939,CXB21 ,268.70113,0.14,-29.32778,0.13,23,13551,2.63,1,1.03875443095,0.52,0.12
1255,J175542.2-283919,CXB22 ,268.92606,0.51,-28.65553,0.49,23,13533,6.51,3,1.99807676725,0.22,0.06
1256,J175230.9-300107,CXB23 ,268.12883,0.73,-30.01864,0.59,22,13540,8.82,3,3.54202071815,-0.16,0.04
1257,J174502.6-321721,CXB24 ,266.26119,0.14,-32.28944,0.12,22,13577,3.39,1,1.14708795121,0.31,0.07
1258,J175148.0-301048,CXB25 ,267.95018,0.81,-30.18008,0.59,21,13564,8.49,2,3.33781526868,-0.82,0.27
1259,J175347.8-294438,CXB26 ,268.44918,0.13,-29.74398,0.14,20,13561,3.2,1,1.14708795121,-0.17,0.05
1260,J175418.3-293641,CXB27 ,268.57625,0.23,-29.6115,0.27,20,13550,4.36,1,1.37761052835,0.8,0.2
1261,J175205.7-303023,CXB28 ,268.02405,0.39,-30.50648,0.64,19,13565,7.86,1,2.98961716074,0.0,0.0
1262,J175413.1-292859,CXB29 ,268.55492,0.2,-29.48309,0.16,19,13550,4.56,1,1.45172682272,0.0,0.0
1263,J174756.1-312145,CXB30 ,266.98391,0.33,-31.36258,0.18,18,13547,4.42,1,1.43509956721,0.0,0.0
1264,J173104.4-301648,CXB31 ,262.76835,0.27,-30.28012,0.15,18,13584,4.01,1,1.33727737131,0.0,0.0
1265,J175011.5-304703,CXB32 ,267.54811,0.26,-30.78417,0.45,18,13544,6.16,2,2.05317090565,0.0,0.0
1266,J174752.9-312504,CXB33 ,266.97081,0.3,-31.41789,0.26,18,13548,6.49,1,2.21065844667,0.0,0.0
1267,J174728.9-321441,CXB34 ,266.87063,1.0,-32.24482,0.56,16,13580,10.0,1,5.56807963016,0.0,0.0
1268,J175734.9-273654,CXB35 ,269.39555,0.99,-27.6152,0.52,16,13537,8.3,1,3.61023694068,0.0,0.0
1269,J174614.4-320612,CXB36 ,266.56001,0.18,-32.10337,0.23,16,13572,4.23,1,1.44340249682,0.0,0.0
1270,J175700.0-280112,CXB37 ,269.2503,0.53,-28.02019,0.24,16,13536,6.36,2,2.25732380659,0.0,0.0
1271,J175833.8-273023,CXB38 ,269.6411,0.14,-27.50647,0.14,15,13538,3.1,1,1.22057804659,0.0,0.0
1272,J175025.2-304942,CXB39 ,267.60524,0.81,-30.8286,0.74,15,13566,9.63,2,5.22197383829,0.0,0.0
1273,J175531.7-290303,CXB40 ,268.88238,0.47,-29.05102,0.45,15,13553,6.53,1,2.41698381621,0.0,0.0
1274,J174916.2-311223,CXB41 ,267.31764,1.02,-31.20653,0.59,15,13568,9.04,1,4.49219442676,0.0,0.0
1275,J175332.6-294648,CXB42 ,268.38587,0.12,-29.78022,0.11,15,13561,1.53,1,1.00772554191,0.0,0.0
1276,J175039.6-302056,CXB43 ,267.66516,0.22,-30.34908,0.15,15,13542,4.66,1,1.60483979506,0.0,0.0
1277,J175954.3-272626,CXB44 ,269.9766,0.53,-27.44073,0.68,14,13560,8.61,1,4.15810182269,0.0,0.0
1278,J175307.3-293354,CXB45 ,268.28076,0.14,-29.56512,0.11,14,13528,1.36,1,1.00170393222,0.0,0.0
1279,J175800.8-274829,CXB46 ,269.50368,0.88,-27.80814,0.77,14,13558,9.26,2,4.91588351854,0.0,0.0
1280,J175725.7-270405,CXB47 ,269.3572,0.13,-27.06819,0.17,13,13589,4.23,1,1.55316153951,0.0,0.0
1281,J175534.0-291137,CXB48 ,268.89168,0.26,-29.19364,0.41,13,13552,5.69,1,2.11778440069,0.0,0.0
1282,J174928.8-311824,CXB49 ,267.37032,0.2,-31.30679,0.23,13,13569,2.83,1,1.22057804659,0.0,0.0
1283,J175446.6-285126,CXB50 ,268.6945,1.33,-28.85729,0.57,12,13532,8.52,2,4.37417543862,0.0,0.0
1284,J175327.8-295718,CXB51 ,268.3661,0.17,-29.95502,0.17,12,13562,5.07,1,1.90691131619,0.0,0.0
1285,J175132.6-303258,CXB52 ,267.88598,0.14,-30.54956,0.19,12,13565,2.37,1,1.1687218522,0.0,0.0
1286,J174659.1-254714,CXB53 ,266.74646,0.18,-25.78733,0.27,12,13590,4.62,1,1.73637863608,0.0,0.0
1287,J175228.1-295922,CXB54 ,268.11722,0.77,-29.98958,0.57,12,13563,7.43,2,3.32810918809,0.0,0.0
1288,J175017.6-311435,CXB55 ,267.57354,0.38,-31.24308,0.72,12,13568,9.87,1,6.19217334769,0.0,0.0
1289,J174654.8-254442,CXB56 ,266.72868,0.28,-25.74521,0.63,11,13590,6.4,1,2.69226870275,0.0,0.0
1290,J175928.0-273451,CXB57 ,269.86691,0.16,-27.58093,0.17,11,13560,2.73,1,1.26641650645,0.0,0.0
1291,J175419.9-293816,CXB58 ,268.58322,0.24,-29.63792,0.26,11,13550,5.87,1,2.36987568615,0.0,0.0
1292,J175356.3-292828,CXB59 ,268.48478,0.36,-29.47457,0.55,11,13529,8.72,2,4.80739126427,0.0,0.0
1293,J175002.7-305546,CXB60 ,267.51138,0.36,-30.92955,0.24,11,13567,4.41,1,1.7186654031,0.0,0.0
1294,J174947.1-311722,CXB61 ,267.44652,0.47,-31.28962,0.42,11,13569,6.86,1,3.00888862669,0.0,0.0
1295,J175003.1-302928,CXB62 ,267.51301,0.3,-30.49121,0.18,11,13543,4.82,1,1.87069793602,0.0,0.0
1296,J175041.7-301138,CXB63 ,267.67382,0.73,-30.19413,0.42,11,13542,7.76,1,3.7664055501,0.0,0.0
1297,J174602.9-320811,CXB64 ,266.51218,0.17,-32.13656,0.2,11,13572,2.48,1,1.21305843545,0.0,0.0
1298,J175717.5-273945,CXB65 ,269.32321,0.85,-27.66268,0.74,10,13537,8.76,1,5.08368082867,0.0,0.0
1299,J175156.0-295114,CXB66 ,267.98344,0.16,-29.85407,0.1,10,13540,3.68,1,1.53606990981,0.0,0.0
1300,J175053.9-302322,CXB67 ,267.72492,1.25,-30.3897,0.54,10,13543,9.56,2,6.25167263761,0.0,0.0
1301,J174904.6-311447,CXB68 ,267.26922,0.17,-31.24664,0.2,10,13569,4.68,1,1.88878552722,0.0,0.0
1302,J175933.3-272956,CXB69 ,269.88898,0.12,-27.49889,0.14,10,13560,2.85,1,1.3292895726,0.0,0.0
1303,J175824.2-281145,CXB70 ,269.60104,0.74,-28.1961,0.62,10,13557,8.05,1,4.23662728687,0.0,0.0
1304,J175603.6-284239,CXB71 ,269.01519,0.16,-28.71105,0.14,10,13554,3.37,1,1.45172682272,0.0,0.0
1305,J175540.5-290641,CXB72 ,268.91877,0.5,-29.11162,0.66,10,13552,6.92,1,3.19241456704,0.0,0.0
1306,J175229.0-300321,CXB73 ,268.121,0.26,-30.05606,0.14,10,13563,3.55,1,1.50210211631,0.0,0.0
1307,J175228.8-300001,CXB74 ,268.12033,1.43,-30.0004,1.15,10,13562,9.54,1,6.2120053741,0.0,0.0
1308,J175001.5-310902,CXB75 ,267.50663,0.22,-31.15061,0.21,10,13568,3.45,1,1.47682455553,0.0,0.0
1309,J173339.4-303543,CXB76 ,263.41456,0.61,-30.59546,0.48,10,13588,7.5,1,3.68828019107,0.0,0.0
1310,J175124.9-303637,CXB77 ,267.854,0.56,-30.61032,1.12,10,13566,8.71,1,5.01456984873,0.0,0.0
1311,J175607.0-284734,CXB78 ,269.02946,0.17,-28.79298,0.16,9,13554,3.21,1,1.46007217898,0.0,0.0
1312,J175502.5-292227,CXB79 ,268.76049,0.2,-29.37431,0.25,9,13551,5.42,1,2.3322758773,0.0,0.0
1313,J175757.3-274941,CXB80 ,269.48886,0.89,-27.82808,1.02,9,13558,8.73,1,5.31092372077,0.0,0.0
1314,J175743.1-274057,CXB81 ,269.42972,0.24,-27.68272,0.1,9,13537,3.87,1,1.66583635685,0.0,0.0
1315,J175654.6-281234,CXB82 ,269.22759,0.26,-28.2096,0.31,9,13535,4.24,1,1.79875255881,0.0,0.0
1316,J175633.2-281909,CXB83 ,269.13865,0.4,-28.31926,0.17,9,13534,4.16,1,1.76304020596,0.0,0.0
1317,J175538.9-285638,CXB84 ,268.91243,0.18,-28.94408,0.14,9,13553,0.95,1,1.04513672207,0.0,0.0
1318,J175527.7-283803,CXB85 ,268.86545,0.7,-28.63427,0.48,9,13532,7.7,1,4.07963365608,0.0,0.0
1319,J175348.6-294348,CXB86 ,268.45267,0.22,-29.73027,0.25,9,13561,3.63,1,1.58754866628,0.0,0.0
1320,J175259.9-294018,CXB87 ,268.24986,0.28,-29.67176,0.37,9,13539,8.31,1,4.76795666589,0.0,0.0
1321,J175023.2-305257,CXB88 ,267.59708,0.18,-30.88269,0.15,9,13567,1.84,1,1.1687218522,0.0,0.0
1322,J174920.7-312033,CXB89 ,267.33652,0.12,-31.34262,0.14,9,13569,2.04,1,1.20557487027,0.0,0.0
1323,J174859.1-304717,CXB90 ,267.2464,1.2,-30.7881,0.6,9,13545,8.37,1,4.8369733065,0.0,0.0
1324,J174716.9-254334,CXB91 ,266.82047,0.33,-25.72622,0.27,9,13590,4.39,1,1.85264966138,0.0,0.0
1325,J173424.9-304104,CXB92 ,263.60413,0.16,-30.68456,0.13,9,13586,2.38,1,1.26641650645,0.0,0.0
1326,J174612.6-320612,CXB93 ,266.5529,0.33,-32.10353,0.19,9,13572,3.87,1,1.66583635685,0.0,0.0
1327,J174426.0-321011,CXB94 ,266.1087,0.51,-32.16982,0.54,9,13575,6.53,1,3.04745972374,0.0,0.0
1328,J175926.8-275059,CXB95 ,269.86189,0.84,-27.84999,0.78,8,13559,9.87,1,7.55271545656,0.0,0.0
1329,J175910.4-273700,CXB96 ,269.79356,0.69,-27.6167,0.42,8,13559,8.16,2,4.84683512901,0.0,0.0
1330,J175902.7-272920,CXB97 ,269.7614,0.38,-27.48901,0.29,8,13560,5.79,1,2.68272450464,0.0,0.0
1331,J175834.7-274927,CXB98 ,269.64488,0.53,-27.82439,0.37,8,13558,7.48,1,4.07963365608,0.0,0.0
1332,J175459.3-291021,CXB99 ,268.74737,0.12,-29.17258,0.17,8,13552,2.79,1,1.41032293033,0.0,0.0
1333,J175351.4-293901,CXB100,268.46453,0.81,-29.65029,0.51,8,13550,6.56,1,3.24083488747,0.0,0.0
1334,J175348.6-292229,CXB101,268.45288,0.12,-29.3748,0.29,8,13529,3.35,1,1.57032186759,0.0,0.0
1335,J175319.8-294225,CXB102,268.33281,0.24,-29.70712,0.18,8,13561,4.1,1,1.82565351801,0.0,0.0
1336,J175310.0-300112,CXB103,268.29207,0.27,-30.02026,0.41,8,13562,6.13,1,2.91262952808,0.0,0.0
1337,J175301.0-300417,CXB104,268.25426,0.46,-30.07158,0.6,8,13563,6.01,1,2.8262184572,0.0,0.0
1338,J175224.7-300837,CXB105,268.10331,0.22,-30.14364,0.16,8,13563,3.04,1,1.47682455553,0.0,0.0
1339,J175212.2-301750,CXB106,268.05083,0.14,-30.29728,0.26,8,13564,2.28,1,1.2976173426,0.0,0.0
1340,J175053.2-302341,CXB107,267.72167,0.5,-30.39483,0.56,8,13543,9.22,2,6.38061993601,0.0,0.0
1341,J174913.3-312244,CXB108,267.30583,0.2,-31.37892,0.12,8,13569,3.95,1,1.77195111891,0.0,0.0
1342,J174732.3-315730,CXB109,266.88459,0.28,-31.95846,0.19,8,13579,2.75,1,1.40210939938,0.0,0.0
1343,J174613.7-315153,CXB110,266.55735,0.24,-31.86481,0.25,8,13581,4.14,1,1.84364062871,0.0,0.0
1344,J174513.9-320748,CXB111,266.30792,0.72,-32.13005,0.32,8,13575,6.07,1,2.87419741281,0.0,0.0
1345,J173305.7-303510,CXB112,263.27391,0.27,-30.58636,0.24,8,13585,5.4,1,2.44530381912,0.0,0.0
1346,J175205.5-301932,CXB113,268.0232,0.17,-30.32556,0.15,8,13564,1.07,1,1.0913343978,0.0,0.0
1347,J175737.3-270944,CXB114,269.40543,0.15,-27.16228,0.24,7,13589,4.02,1,1.89784371533,0.0,0.0
1348,J175718.2-282422,CXB115,269.32624,0.2,-28.40633,0.29,7,13556,3.69,1,1.76304020596,0.0,0.0
1349,J175707.5-270851,CXB116,269.28141,0.29,-27.14768,0.23,7,13589,3.0,1,1.53606990981,0.0,0.0
1350,J175602.3-282444,CXB117,269.00989,0.42,-28.4125,0.26,7,13534,4.97,1,2.34166837272,0.0,0.0
1351,J175534.9-283255,CXB118,268.89577,0.19,-28.54871,0.26,7,13533,1.93,1,1.27417061959,0.0,0.0
1352,J175509.7-285144,CXB119,268.79051,0.64,-28.86249,0.61,7,13531,8.46,1,5.58787175657,0.0,0.0
1353,J175442.7-290811,CXB120,268.67813,0.45,-29.13647,0.84,7,13552,6.17,1,3.13437565838,0.0,0.0
1354,J175412.6-285448,CXB121,268.55286,0.58,-28.91346,0.55,7,13531,6.27,1,3.21177688637,0.0,0.0
1355,J175330.5-293325,CXB122,268.37721,0.65,-29.55718,0.6,7,13528,6.2,1,3.15371380563,0.0,0.0
1356,J175322.1-292400,CXB123,268.3422,0.34,-29.40019,0.21,7,13529,3.94,1,1.8616688126,0.0,0.0
1357,J175313.8-295037,CXB124,268.30781,0.74,-29.84373,0.51,7,13561,6.8,1,3.65900406775,0.0,0.0
1358,J175146.4-295320,CXB125,267.94366,0.3,-29.88901,0.26,7,13540,3.99,1,1.87973688792,0.0,0.0
1359,J175013.3-305616,CXB126,267.55551,0.26,-30.938,0.17,7,13567,2.51,1,1.40210939938,0.0,0.0
1360,J174748.2-312315,CXB127,266.95096,0.46,-31.38756,0.37,7,13547,6.67,1,3.54202071815,0.0,0.0
1361,J174651.3-254646,CXB128,266.71386,0.41,-25.77948,0.73,7,13590,6.44,1,3.3475230795,0.0,0.0
1362,J173354.6-302904,CXB129,263.47784,0.18,-30.48453,0.25,7,13583,2.17,1,1.3213291671,0.0,0.0
1363,J173108.1-302032,CXB130,262.7839,0.25,-30.34249,0.24,7,13584,4.72,1,2.21065844667,0.0,0.0
1364,J175622.6-282704,CXB131,269.09436,0.39,-28.45132,0.51,7,13534,6.5,1,3.39608756775,0.0,0.0
1365,J174813.7-313001,CXB132,267.0573,0.29,-31.50049,1.01,6,13548,7.87,2,5.17257293499,0.0,0.0
1366,J174509.7-320741,CXB133,266.2906,0.38,-32.12821,0.15,6,13575,5.22,1,2.66364614163,0.0,0.0
1367,J175807.7-274959,CXB134,269.53216,0.75,-27.83319,0.36,6,13558,7.21,1,4.37417543862,0.0,0.0
1368,J175805.5-275424,CXB135,269.52317,0.33,-27.90678,0.23,6,13558,4.24,1,2.11778440069,0.0,0.0
1369,J175731.9-274342,CXB136,269.3832,0.17,-27.7285,0.4,6,13537,4.31,1,2.15485748202,0.0,0.0
1370,J175710.0-275753,CXB137,269.29194,0.38,-27.96489,0.15,6,13536,2.49,1,1.47682455553,0.0,0.0
1371,J175656.5-282319,CXB138,269.2357,0.46,-28.38878,0.19,6,13556,5.59,1,2.91262952808,0.0,0.0
1372,J175642.5-282836,CXB139,269.17715,0.41,-28.47674,0.28,6,13555,4.3,1,2.14557935482,0.0,0.0
1373,J175634.5-284356,CXB140,269.14412,0.32,-28.73229,0.28,6,13554,4.37,1,2.18273011795,0.0,0.0
1374,J175630.0-284415,CXB141,269.12501,0.17,-28.73777,0.15,6,13554,3.31,1,1.73637863608,0.0,0.0
1375,J175557.0-281349,CXB142,268.98754,0.21,-28.2303,0.78,6,13534,8.08,1,5.4592500188,0.0,0.0
1376,J175522.5-282632,CXB143,268.84404,0.55,-28.44239,0.23,6,13533,7.83,1,5.12318365548,0.0,0.0
1377,J175521.8-283641,CXB144,268.84089,1.0,-28.6114,0.49,6,13533,6.17,1,3.366943832,0.0,0.0
1378,J175454.2-285921,CXB145,268.72602,0.41,-28.98934,0.15,6,13531,3.99,1,2.00723958904,0.0,0.0
1379,J175417.1-292536,CXB146,268.57165,0.49,-29.42681,0.23,6,13550,8.03,1,5.39001955171,0.0,0.0
1380,J175320.7-294013,CXB147,268.3365,0.37,-29.67047,0.23,6,13561,5.76,1,3.0378134847,0.0,0.0
1381,J175306.8-300026,CXB148,268.27868,0.51,-30.00729,0.22,6,13562,5.31,1,2.72092094112,0.0,0.0
1382,J175306.7-295112,CXB149,268.27825,0.23,-29.85352,0.21,6,13562,3.92,1,1.97063714768,0.0,0.0
1383,J175233.1-295644,CXB150,268.13817,0.29,-29.94577,0.36,6,13540,6.69,1,3.83482864908,0.0,0.0
1384,J175220.2-295941,CXB151,268.0845,0.72,-29.99483,0.52,6,13540,6.27,1,3.44469313115,0.0,0.0
1385,J175109.9-304125,CXB152,267.79136,0.42,-30.69038,0.15,6,13566,3.23,1,1.7010028712,0.0,0.0
1386,J175024.1-304644,CXB153,267.60049,0.53,-30.77901,0.89,6,13544,8.11,1,5.50871226039,0.0,0.0
1387,J174918.1-303642,CXB154,267.3257,1.51,-30.61193,0.74,6,13544,9.31,1,7.51294288331,0.0,0.0
1388,J174916.0-311548,CXB155,267.3169,0.16,-31.26341,0.1,6,13569,3.02,1,1.63089262915,0.0,0.0
1389,J174758.3-314404,CXB156,266.99318,0.16,-31.73466,0.21,6,13571,2.46,1,1.46843820701,0.0,0.0
1390,J174751.7-320125,CXB157,266.96582,0.42,-32.02365,0.38,6,13579,7.62,1,4.85669751661,0.0,0.0
1391,J174739.8-254251,CXB158,266.91609,0.42,-25.71434,0.25,6,13590,6.84,1,3.98163418307,0.0,0.0
1392,J174556.1-321323,CXB159,266.48405,0.69,-32.22307,0.42,6,13572,6.91,1,4.05022354541,0.0,0.0
1393,J174426.8-315556,CXB160,266.11205,0.18,-31.93224,0.07,6,13573,2.73,1,1.54460699462,0.0,0.0
1394,J173457.3-304344,CXB161,263.73899,0.26,-30.72899,0.5,6,13586,5.95,1,3.1827363648,0.0,0.0
1395,J173357.7-302728,CXB162,263.49069,0.21,-30.45788,0.07,6,13583,3.41,1,1.77195111891,0.0,0.0
1396,J173228.3-302534,CXB163,263.11804,0.38,-30.42636,0.28,6,13585,7.55,1,4.76795666589,0.0,0.0
1397,J174951.1-310210,CXB164,267.4633,0.25,-31.03623,0.25,6,13568,4.63,1,2.32288845359,0.0,0.0
1398,J175324.9-292300,CXB165,268.35393,0.25,-29.38361,0.17,5,13529,2.8,1,1.67460764593,0.0,0.0
1399,J175836.1-274333,CXB166,269.65074,0.16,-27.72585,0.09,5,13559,4.02,1,2.18273011795,0.0,0.0
1400,J175811.5-273637,CXB167,269.5481,0.3,-27.61034,0.33,5,13538,5.01,1,2.74960192897,0.0,0.0
1401,J175755.5-273307,CXB168,269.48138,0.51,-27.55222,0.72,5,13538,6.09,1,3.59073958507,0.0,0.0
1402,J175752.9-274400,CXB169,269.47045,0.19,-27.73347,0.11,5,13537,0.55,1,1.13996086241,0.0,0.0
1403,J175710.8-282000,CXB170,269.29516,0.1,-28.33337,0.24,5,13556,1.92,1,1.41855939876,0.0,0.0
1404,J175710.2-283734,CXB171,269.29268,0.55,-28.62636,0.37,5,13555,6.98,1,4.50203407004,0.0,0.0
1405,J175620.8-281827,CXB172,269.08672,0.26,-28.30766,0.22,5,13534,2.54,1,1.58754866628,0.0,0.0
1406,J175619.6-282435,CXB173,269.08186,0.33,-28.40997,0.31,5,13534,3.94,1,2.14557935482,0.0,0.0
1407,J175618.6-284540,CXB174,269.07768,0.16,-28.76114,0.18,5,13554,1.08,1,1.22813304158,0.0,0.0
1408,J175617.9-284204,CXB175,269.0748,0.12,-28.70125,0.09,5,13554,2.89,1,1.70982770121,0.0,0.0
1409,J175559.6-285144,CXB176,268.99864,0.65,-28.86229,0.43,5,13553,6.41,1,3.89352164086,0.0,0.0
1410,J175557.1-283004,CXB177,268.98832,0.26,-28.50112,0.22,5,13533,4.04,1,2.19203347781,0.0,0.0
1411,J175534.4-290756,CXB178,268.89345,0.54,-29.1324,0.16,5,13552,5.3,1,2.95110331365,0.0,0.0
1412,J175503.2-284638,CXB179,268.76361,0.3,-28.77742,0.09,5,13532,2.53,1,1.58754866628,0.0,0.0
1413,J175500.0-291811,CXB180,268.75016,0.16,-29.30326,0.32,5,13551,5.58,1,3.16338596567,0.0,0.0
1414,J175455.3-291209,CXB181,268.73059,0.29,-29.20278,0.11,5,13552,4.57,1,2.47366343059,0.0,0.0
1415,J175449.9-284330,CXB182,268.70818,0.44,-28.72519,0.22,5,13532,4.96,1,2.72092094112,0.0,0.0
1416,J175442.1-284950,CXB183,268.67572,0.48,-28.83073,0.61,5,13531,7.2,1,4.75809949116,0.0,0.0
1417,J175420.5-291049,CXB184,268.5856,0.47,-29.18034,0.16,5,13530,3.4,1,1.89784371533,0.0,0.0
1418,J175419.9-290531,CXB185,268.58327,0.23,-29.09222,0.28,5,13530,4.53,1,2.45475268975,0.0,0.0
1419,J175410.0-292548,CXB186,268.54196,0.41,-29.43021,0.43,5,13550,7.5,1,5.142937951,0.0,0.0
1420,J175329.6-293921,CXB187,268.37335,0.57,-29.65605,0.3,5,13561,5.99,1,3.503071619,0.0,0.0
1421,J175326.1-292255,CXB188,268.35886,0.26,-29.38219,0.22,5,13529,2.56,1,1.59618631989,0.0,0.0
1422,J175256.0-292950,CXB189,268.23336,0.29,-29.49745,0.31,5,13528,3.6,1,1.9889220115,0.0,0.0
1423,J175241.8-294158,CXB190,268.17445,0.19,-29.69971,0.26,5,13539,4.28,1,2.31350616334,0.0,0.0
1424,J175215.9-301627,CXB191,268.0663,0.19,-30.27424,0.24,5,13564,3.68,1,2.01641036692,0.0,0.0
1425,J175113.8-304740,CXB192,267.8075,0.95,-30.79458,0.26,5,13566,6.2,1,3.68828019107,0.0,0.0
1426,J174958.5-305234,CXB193,267.49414,0.23,-30.87633,0.37,5,13567,5.64,1,3.21177688637,0.0,0.0
1427,J174958.5-304316,CXB194,267.49386,0.26,-30.7213,0.11,5,13544,1.62,1,1.34529207528,0.0,0.0
1428,J174928.4-312049,CXB195,267.36859,0.19,-31.34708,0.22,5,13569,3.37,1,1.88878552722,0.0,0.0
1429,J174905.4-312418,CXB196,267.27258,0.42,-31.405,0.11,5,13569,5.91,1,3.43496881613,0.0,0.0
1430,J174901.0-310040,CXB197,267.25433,0.26,-31.01128,0.49,5,13546,6.93,1,4.44300695113,0.0,0.0
1431,J174856.2-313045,CXB198,267.23457,0.26,-31.51266,0.2,5,13570,3.05,1,1.76304020596,0.0,0.0
1432,J174622.8-320903,CXB199,266.59507,0.47,-32.15088,0.85,5,13572,6.53,1,4.01102365585,0.0,0.0
1433,J173351.4-305030,CXB200,263.46447,0.3,-30.84179,0.61,5,13588,9.72,1,9.14524525466,0.0,0.0
1434,J173326.1-304024,CXB201,263.35896,0.31,-30.6734,0.3,5,13588,2.18,1,1.48523088031,0.0,0.0
1435,J173313.6-302443,CXB202,263.30699,0.8,-30.41212,0.57,5,13585,6.66,1,4.14829010169,0.0,0.0
1436,J173310.2-304827,CXB203,263.29277,0.47,-30.80776,0.62,5,13588,6.72,1,4.20717372684,0.0,0.0
1437,J173218.9-301704,CXB204,263.07877,0.19,-30.28463,0.22,5,13582,1.92,1,1.41855939876,0.0,0.0
1438,J173204.1-302456,CXB205,263.01716,0.19,-30.41565,0.33,5,13587,5.27,1,2.93186131456,0.0,0.0
1439,J173137.7-302358,CXB206,262.9072,0.76,-30.39955,0.16,5,13584,7.6,1,5.27138603859,0.0,0.0
1440,J175344.2-291959,CXB207,268.4345,0.23,-29.33326,0.33,5,13529,2.41,1,1.55316153951,0.0,0.0
1441,J175341.3-295519,CXB208,268.42219,0.76,-29.92205,0.53,5,13562,7.5,1,5.142937951,0.0,0.0
1442,J175025.3-305045,CXB209,267.60573,0.38,-30.84586,0.09,5,13567,4.08,1,2.21065844667,0.0,0.0
1443,J174701.9-255233,CXB210,266.75794,0.57,-25.87598,0.47,5,13590,6.09,1,3.59073958507,0.0,0.0
1444,J174328.6-321357,CXB211,265.86937,0.56,-32.23252,0.26,5,13578,8.64,1,6.89680438811,0.0,0.0
1445,J175218.5-301933,CXB212,268.07729,0.0,-30.32603,0.17,4,13564,3.58,1,2.17343294532,0.0,0.0
1446,J175002.2-310912,CXB213,267.50917,0.29,-31.15335,0.2,4,13568,3.65,1,2.20134294643,0.0,0.0
1447,J175859.5-274320,CXB214,269.74824,0.24,-27.72239,0.2,4,13559,1.56,1,1.42681840744,0.0,0.0
1448,J175847.7-274307,CXB215,269.69914,0.31,-27.71873,0.17,4,13559,1.82,1,1.50210211631,0.0,0.0
1449,J175846.6-274057,CXB216,269.69425,0.36,-27.68258,0.28,4,13559,3.74,1,2.24797926321,0.0,0.0
1450,J175832.2-275832,CXB217,269.63437,0.2,-27.9757,0.2,4,13558,3.03,1,1.91598819616,0.0,0.0
1451,J175830.3-272924,CXB218,269.62632,0.34,-27.49002,0.3,4,13538,3.32,1,2.04396936568,0.0,0.0
1452,J175807.3-273204,CXB219,269.53043,0.57,-27.5346,0.11,4,13538,3.43,1,2.0992881574,0.0,0.0
1453,J175756.1-274538,CXB220,269.48408,0.28,-27.76072,0.17,4,13537,1.67,1,1.46007217898,0.0,0.0
1454,J175727.9-275546,CXB221,269.36645,0.3,-27.92956,0.17,4,13536,2.01,1,1.55316153951,0.0,0.0
1455,J175645.4-282351,CXB222,269.18941,0.31,-28.39768,0.56,4,13534,7.22,1,5.33069514865,0.0,0.0
1456,J175632.3-284251,CXB223,269.1349,0.12,-28.71422,0.2,4,13554,4.29,1,2.55896673832,0.0,0.0
1457,J175620.5-283957,CXB224,269.08557,0.23,-28.66603,0.41,4,13554,5.08,1,3.10538415785,0.0,0.0
1458,J175619.2-282812,CXB225,269.0804,0.23,-28.47017,0.73,4,13534,7.5,1,5.72645708687,0.0,0.0
1459,J175614.9-285746,CXB226,269.06234,0.42,-28.96297,1.15,4,13553,7.04,1,5.08368082867,0.0,0.0
1460,J175609.2-282428,CXB227,269.03836,0.23,-28.40788,0.2,4,13534,4.0,1,2.38870483062,0.0,0.0
1461,J175607.2-283228,CXB228,269.03005,0.14,-28.54123,0.27,4,13533,5.16,1,3.16338596567,0.0,0.0
1462,J175549.5-283057,CXB229,268.9563,0.31,-28.51602,0.12,4,13533,2.26,1,1.63089262915,0.0,0.0
1463,J175543.7-284333,CXB230,268.93219,0.14,-28.7261,0.71,4,13554,7.02,1,5.06393234234,0.0,0.0
1464,J175540.9-290720,CXB231,268.92052,0.32,-29.12246,0.11,4,13552,6.82,1,4.80739126427,0.0,0.0
1465,J175536.8-285515,CXB232,268.90361,0.14,-28.92097,0.37,4,13553,2.21,1,1.62219319682,0.0,0.0
